,_player_id,_name,_height,_weight,_position,_season,_team_abbreviation,_minutes_played,_total_rebounds,_player_efficiency_rating,_field_goal_percentage,_free_throw_percentage,_two_point_percentage,_three_point_percentage,_offensive_rebounds,_assists,_turnovers,_usage_percentage,_offensive_win_shares,_defensive_rebounds,_steals,_blocks,_defensive_win_shares
hunter-seacat-1,hunter-seacat-1,Hunter Seacat,6-9,235lb,Forward,2018-19,appalachian-state,583,117,14.8,.559,.643,.559,,43,39,40,15.9,0.9,74,12,21,0.5
oshowen-williams-1,oshowen-williams-1,O'Showen Williams,5-11,190lb,Guard,2018-19,appalachian-state,687,57,7.1,.360,.731,.476,.292,9,57,35,11.3,0.2,48,22,6,0.4
bennett-holley-1,bennett-holley-1,Bennett Holley,6-8,238lb,Forward,2018-19,appalachian-state,342,81,15.4,.457,.750,.636,.429,20,8,7,13.4,0.9,61,5,0,0.3
joseph-battle-1,joseph-battle-1,Joseph Battle,6-3,181lb,Guard,2018-19,appalachian-state,261,35,11.7,.543,.762,.543,,13,10,19,15.6,0.4,22,5,1,0.1
michael-bibby-1,michael-bibby-1,Michael Bibby,6-3,175lb,Guard,2018-19,appalachian-state,282,22,8.3,.467,1.000,.438,.483,3,20,16,10.7,0.3,19,8,1,0.2
breki-gylfason-1,breki-gylfason-1,Breki Gylfason,6-9,205lb,Forward,2018-19,appalachian-state,158,19,8.0,.415,.462,.571,.382,6,5,10,17.3,0.1,13,1,2,0.1
nick-hough-1,nick-hough-1,Nick Hough,6-4,205lb,Guard,2018-19,appalachian-state,39,7,20.5,.385,.700,1.000,.333,3,3,2,24.3,0.2,4,0,0,0.0
kevin-kerley-1,kevin-kerley-1,Kevin Kerley,6-0,178lb,Guard,2018-19,appalachian-state,23,0,35.4,.556,.750,.500,.571,0,2,0,22.7,0.2,0,1,0,0.0
jake-wilson-1,jake-wilson-1,Jake Wilson,7-1,240lb,Center,2018-19,appalachian-state,74,19,7.6,.400,.250,.400,,6,0,4,14.8,-0.1,13,0,7,0.1
trey-ford-1,trey-ford-1,Trey Ford,6-0,180lb,Guard,2018-19,appalachian-state,21,0,30.2,.600,,1.000,.500,0,6,0,11.4,0.1,0,2,0,0.0
luguentz-dort-1,luguentz-dort-1,Luguentz Dort,6-4,215lb,Guard,2018-19,arizona-state,1072,145,16.5,.405,.700,.472,.307,44,79,99,27.9,1.5,101,52,7,1.6
remy-martin-2,remy-martin-2,Remy Martin,6-0,170lb,Guard,2018-19,arizona-state,1043,101,16.6,.402,.736,.462,.312,21,160,67,21.6,2.0,80,40,1,1.3
zylan-cheatham-1,zylan-cheatham-1,Zylan Cheatham,6-8,220lb,Forward,2018-19,arizona-state,1102,351,18.7,.534,.618,.543,.440,73,108,103,19.9,1.7,278,28,27,2.2
rob-edwards-1,rob-edwards-1,Rob Edwards,6-4,200lb,Guard,2018-19,arizona-state,820,92,11.8,.344,.835,.314,.375,9,36,37,20.4,0.9,83,28,5,1.1
romello-white-1,romello-white-1,Romello White,6-8,235lb,Forward,2018-19,arizona-state,850,177,15.4,.598,.579,.598,,77,11,45,16.3,1.6,100,13,24,1.1
kimani-lawrence-1,kimani-lawrence-1,Kimani Lawrence,6-7,210lb,Forward,2018-19,arizona-state,852,119,12.1,.419,.747,.504,.314,36,43,46,18.0,1.1,83,19,8,1.0
taeshon-cherry-1,taeshon-cherry-1,Taeshon Cherry,6-8,210lb,Forward,2018-19,arizona-state,523,78,11.4,.391,.714,.511,.345,14,10,15,16.6,0.6,64,17,7,0.8
dequon-lake-1,dequon-lake-1,De'Quon Lake,6-10,225lb,Forward,2018-19,arizona-state,431,121,19.7,.766,.638,.766,,52,3,24,13.6,1.1,69,9,26,0.8
elias-valtonen-1,elias-valtonen-1,Elias Valtonen,6-7,195lb,Guard,2018-19,arizona-state,77,8,9.9,.556,1.000,1.000,.500,1,2,6,9.9,0.0,7,3,4,0.1
mickey-mitchell-1,mickey-mitchell-1,Mickey Mitchell,6-7,225lb,Forward,2018-19,arizona-state,53,16,11.3,.714,.125,.667,1.000,6,6,6,15.1,0.0,10,1,0,0.1
vitaliy-shibel-1,vitaliy-shibel-1,Vitaliy Shibel,6-9,210lb,Forward,2018-19,arizona-state,51,7,-3.0,.222,,.000,.286,2,0,3,11.2,-0.1,5,1,0,0.1
kyle-feit-1,kyle-feit-1,Kyle Feit,6-4,190lb,Guard,2018-19,arizona-state,5,2,33.2,.667,,1.000,.500,0,0,1,38.1,0.0,2,0,0,0.0
grant-fogerty-1,grant-fogerty-1,Grant Fogerty,6-0,175lb,Guard,2018-19,arizona-state,7,0,19.4,1.000,,1.000,,0,1,0,6.8,0.0,0,0,0,0.0
jordan-salzman-1,jordan-salzman-1,Jordan Salzman,5-10,175lb,Guard,2018-19,arizona-state,6,0,5.6,.000,.500,.000,,0,0,0,31.0,0.0,0,1,0,0.0
jack-roggin-1,jack-roggin-1,Jack Roggin,6-0,165lb,Guard,2018-19,arizona-state,2,0,-15.9,,,,,0,0,0,0.0,0.0,0,0,0,0.0
trev-thompson-1,trev-thompson-1,Trev Thompson,6-2,175lb,Guard,2018-19,arizona-state,6,1,-7.3,.000,,.000,,0,0,1,15.9,0.0,1,1,0,0.0
brandon-randolph-2,brandon-randolph-2,Brandon Randolph,6-6,175lb,Guard,2018-19,arizona,923,105,13.0,.384,.781,.433,.295,23,32,42,25.3,0.8,82,22,9,1.2
chase-jeter-1,chase-jeter-1,Chase Jeter,6-10,230lb,Center-Forward,2018-19,arizona,743,197,20.7,.574,.623,.574,,66,18,41,21.9,1.8,131,14,17,1.3
brandon-williams-8,brandon-williams-8,Brandon Williams,6-2,190lb,Guard,2018-19,arizona,732,72,16.0,.377,.819,.436,.316,5,88,46,22.8,1.4,67,21,5,1.0
justin-coleman-2,justin-coleman-2,Justin Coleman,5-10,170lb,Guard,2018-19,arizona,986,83,11.4,.380,.788,.398,.360,7,120,68,17.7,0.9,76,29,0,1.3
ryan-luther-1,ryan-luther-1,Ryan Luther,6-9,225lb,Forward,2018-19,arizona,796,139,15.6,.440,.765,.514,.375,59,39,37,17.8,1.5,80,27,5,1.2
dylan-smith-1,dylan-smith-1,Dylan Smith,6-5,170lb,Guard,2018-19,arizona,783,118,8.3,.341,.739,.326,.351,13,35,53,19.2,-0.1,105,19,10,1.2
ira-lee-1,ira-lee-1,Ira Lee,6-7,235lb,Forward,2018-19,arizona,553,131,18.0,.617,.641,.626,.000,47,14,36,18.4,1.1,84,5,23,0.9
alex-barcello-1,alex-barcello-1,Alex Barcello,6-2,180lb,Guard,2018-19,arizona,287,26,11.9,.393,.905,.528,.292,2,15,10,18.5,0.4,24,10,0,0.4
devonaire-doutrive-1,devonaire-doutrive-1,Devonaire Doutrive,6-5,175lb,Guard,2018-19,arizona,286,78,17.1,.456,.571,.458,.450,32,18,17,17.6,0.5,46,12,1,0.5
emmanuel-akot-1,emmanuel-akot-1,Emmanuel Akot,6-7,200lb,Guard,2018-19,arizona,328,48,6.7,.394,.400,.444,.286,9,18,15,13.7,0.0,39,4,2,0.4
jake-desjardins-1,jake-desjardins-1,Jake Desjardins,6-6,215lb,Forward,2018-19,arizona,23,7,14.5,.167,.417,.167,,4,1,0,26.0,0.0,3,2,1,0.1
matt-weyand-1,matt-weyand-1,Matt Weyand,6-5,190lb,Forward,2018-19,arizona,7,1,21.4,1.000,,1.000,,1,0,0,7.3,0.0,0,0,0,0.0
kory-jones-1,kory-jones-1,Kory Jones,6-3,170lb,Guard,2018-19,arizona,3,0,0.0,,,,,0,0,0,0.0,0.0,0,0,0,0.0
alec-spence-1,alec-spence-1,Alec Spence,6-6,195lb,Guard,2018-19,arizona,1,0,0.0,,,,,0,0,0,0.0,0.0,0,0,0,0.0
rayjon-tucker-1,rayjon-tucker-1,Rayjon Tucker,6-5,210lb,Guard,2018-19,arkansas-little-rock,1097,202,21.8,.491,.777,.558,.411,23,53,78,25.2,3.2,179,33,11,1.4
nikola-maric-1,nikola-maric-1,Nikola Maric,6-10,245lb,Forward,2018-19,arkansas-little-rock,756,139,12.9,.517,.645,.533,.429,41,52,99,25.4,0.4,98,7,20,0.8
markquis-nowell-1,markquis-nowell-1,Markquis Nowell,5-8,165lb,Guard,2018-19,arkansas-little-rock,761,79,11.8,.382,.792,.412,.354,10,105,83,23.2,0.2,69,36,0,0.9
kris-bankston-1,kris-bankston-1,Kris Bankston,6-8,194lb,Forward,2018-19,arkansas-little-rock,670,141,20.9,.813,.507,.820,.000,46,35,43,15.5,1.8,95,21,34,1.0
deondre-burns-1,deondre-burns-1,Deondre Burns,6-2,185lb,Guard,2018-19,arkansas-little-rock,628,70,11.1,.417,.767,.478,.306,9,39,42,22.3,0.5,61,12,1,0.5
jaizec-lottie-1,jaizec-lottie-1,Jaizec Lottie,6-1,170lb,Guard,2018-19,arkansas-little-rock,708,78,8.9,.440,.391,.515,.294,9,89,57,16.0,0.0,69,28,2,0.8
kamani-johnson-1,kamani-johnson-1,Kamani Johnson,6-8,195lb,Forward,2018-19,arkansas-little-rock,519,130,13.0,.552,.508,.558,.000,51,37,41,16.0,0.5,79,14,13,0.7
ryan-pippins-1,ryan-pippins-1,Ryan Pippins,6-0,250lb,Guard,2018-19,arkansas-little-rock,430,51,9.1,.454,.381,.556,.393,3,18,18,14.4,0.3,48,9,0,0.4
dani-koljanin-1,dani-koljanin-1,Dani Koljanin,6-8,220lb,Forward,2018-19,arkansas-little-rock,345,58,7.8,.372,.571,.523,.214,20,4,8,14.4,0.1,38,4,2,0.3
horace-wyattjr-1,horace-wyattjr-1,Horace Wyatt Jr.,6-7,170lb,Forward,2018-19,arkansas-little-rock,263,22,5.7,.486,.684,.516,.333,3,10,15,11.5,0.0,19,5,4,0.2
damir-hadzic-1,damir-hadzic-1,Damir Hadzic,6-8,227lb,Forward,2018-19,arkansas-little-rock,62,9,0.0,.438,.750,.545,.200,0,1,9,21.5,-0.1,9,0,0,0.0
terrell-curtisii-1,terrell-curtisii-1,Terrell Curtis II,5-11,165lb,Guard,2018-19,arkansas-little-rock,11,0,-12.3,.000,.429,,.000,0,0,1,33.0,-0.1,0,0,0,0.0
martaveous-mcknight-1,martaveous-mcknight-1,Martaveous McKnight,6-4,190lb,Guard,2018-19,arkansas-pine-bluff,1177,160,22.4,.442,.709,.475,.387,22,94,87,30.6,2.9,138,48,11,1.4
shaun-doss-1,shaun-doss-1,Shaun Doss,6-5,185lb,Forward,2018-19,arkansas-pine-bluff,973,133,16.8,.463,.676,.516,.294,44,55,73,23.7,1.5,89,34,13,1.0
charles-jackson-4,charles-jackson-4,Charles Jackson,6-5,210lb,Guard,2018-19,arkansas-pine-bluff,750,96,11.6,.372,.833,.333,.384,14,52,57,19.2,0.5,82,20,12,0.8
terrance-banyard-1,terrance-banyard-1,Terrance Banyard,6-8,215lb,Forward,2018-19,arkansas-pine-bluff,719,153,15.2,.456,.697,.504,.174,47,21,41,18.0,0.8,106,24,34,1.1
marquell-carter-1,marquell-carter-1,Marquell Carter,6-6,195lb,Forward,2018-19,arkansas-pine-bluff,619,100,8.1,.373,.714,.400,.333,30,31,39,15.0,0.0,70,18,6,0.7
isaac-bassey-1,isaac-bassey-1,Isaac Bassey,6-11,250lb,Center,2018-19,arkansas-pine-bluff,207,42,6.2,.474,.762,.474,,11,3,30,24.4,-0.3,31,3,7,0.3
artavious-mcdyess-1,artavious-mcdyess-1,Artavious McDyess,6-10,215lb,Forward-Center,2018-19,arkansas-pine-bluff,270,53,10.0,.596,.444,.596,,20,9,27,16.9,0.0,33,2,8,0.3
marcus-wallace-3,marcus-wallace-3,Marcus Wallace,6-1,180lb,Guard,2018-19,arkansas-pine-bluff,201,25,11.4,.350,.800,.353,.348,9,14,12,15.3,0.1,16,12,1,0.3
cameron-posey-1,cameron-posey-1,Cameron Posey,6-2,180lb,Guard,2018-19,arkansas-pine-bluff,297,25,5.3,.400,.857,.471,.348,6,19,25,12.0,-0.2,19,15,1,0.3
trevor-banks-1,trevor-banks-1,Trevor Banks,6-8,220lb,Center,2018-19,arkansas-pine-bluff,156,30,10.1,.472,.526,.472,,13,1,8,17.7,0.1,17,3,2,0.2
christian-robertson-1,christian-robertson-1,Christian Robertson,6-4,195lb,Forward,2018-19,arkansas-pine-bluff,182,16,7.8,.514,.556,.528,.000,7,5,12,15.2,0.0,9,5,2,0.1
quamauri-hardy-1,quamauri-hardy-1,Quamauri Hardy,6-3,180lb,Guard,2018-19,arkansas-pine-bluff,385,40,7.1,.391,.429,.500,.000,17,40,21,10.0,0.0,23,15,1,0.3
chris-smith-20,chris-smith-20,Chris Smith,6-8,225lb,Forward,2018-19,arkansas-pine-bluff,271,52,2.6,.343,.429,.343,,19,7,20,13.8,-0.3,33,6,8,0.3
anthony-davisjr-1,anthony-davisjr-1,Anthony Davis Jr.,5-9,165lb,Guard,2018-19,arkansas-pine-bluff,182,14,0.6,.256,1.000,.429,.172,5,10,14,16.9,-0.3,9,7,0,0.2
dwain-whitfield-1,dwain-whitfield-1,Dwain Whitfield,6-6,205lb,Forward-Guard,2018-19,arkansas-pine-bluff,50,9,-1.4,.214,,.214,,3,1,2,16.7,-0.1,6,0,2,0.0
jordan-mcnair-1,jordan-mcnair-1,Jordan McNair,5-8,160lb,Guard,2018-19,arkansas-pine-bluff,33,3,1.0,.167,.500,.250,.000,0,2,2,14.1,-0.1,3,2,1,0.0
william-ridgell-1,william-ridgell-1,William Ridgell,5-9,165lb,Guard,2018-19,arkansas-pine-bluff,20,1,-5.0,.000,.500,,.000,1,0,2,10.3,-0.1,0,1,0,0.0
khalid-campbell-1,khalid-campbell-1,Khalid Campbell,6-1,175lb,Guard,2018-19,arkansas-pine-bluff,4,0,0.0,,,,,0,0,0,0.0,0.0,0,0,0,0.0
jbreun-sprinkle-1,jbreun-sprinkle-1,J'Breun Sprinkle,6-2,175lb,Guard,2018-19,arkansas-pine-bluff,4,0,14.6,.000,,,.000,0,1,0,13.0,0.0,0,1,0,0.0
ty-cockfield-1,ty-cockfield-1,Ty Cockfield,6-0,185lb,Guard,2018-19,arkansas-state,1122,114,23.0,.439,.820,.486,.356,26,103,94,31.8,3.7,88,36,4,0.5
marquis-eaton-1,marquis-eaton-1,Marquis Eaton,6-2,197lb,Guard,2018-19,arkansas-state,1022,105,10.9,.372,.760,.405,.317,26,91,83,21.9,0.5,79,28,11,0.5
grantham-gillard-1,grantham-gillard-1,Grantham Gillard,6-4,205lb,Guard,2018-19,arkansas-state,944,187,14.3,.409,.667,.479,.381,31,31,41,16.9,1.6,156,29,6,0.8
tristin-walley-1,tristin-walley-1,Tristin Walley,6-7,215lb,Forward,2018-19,arkansas-state,794,178,14.5,.363,.713,.412,.284,65,43,33,17.0,1.3,113,17,19,0.6
jj-matthews-1,jj-matthews-1,J.J. Matthews,6-9,240lb,Forward,2018-19,arkansas-state,378,86,15.7,.513,.656,.513,,40,10,39,23.8,0.4,46,8,15,0.3
canberk-kus-1,canberk-kus-1,Canberk Kus,6-6,207lb,Guard,2018-19,arkansas-state,391,59,12.1,.371,.839,.443,.278,13,25,33,21.4,0.1,46,18,16,0.4
salif-boudie-1,salif-boudie-1,Salif Boudie,6-8,215lb,Forward,2018-19,arkansas-state,472,123,15.7,.582,.750,.576,1.000,47,8,29,12.6,0.8,76,14,23,0.5
malik-brevard-1,malik-brevard-1,Malik Brevard,6-8,215lb,Forward,2018-19,arkansas-state,498,131,12.4,.519,.500,.554,.143,49,17,32,12.3,0.2,82,19,19,0.6
christian-willis-1,christian-willis-1,Christian Willis,6-1,190lb,Guard,2018-19,arkansas-state,318,27,8.5,.400,.778,.490,.258,13,15,15,16.5,0.3,14,3,1,0.0
kobe-wilson-2,kobe-wilson-2,Kobe Wilson,6-2,188lb,Guard,2018-19,arkansas-state,245,14,3.0,.297,.571,.261,.317,2,9,13,16.6,-0.1,12,4,1,0.0
shaquillo-fritz-1,shaquillo-fritz-1,Shaquillo Fritz,6-8,210lb,Forward,2018-19,arkansas-state,292,66,10.3,.442,.563,.442,,26,7,15,10.9,0.1,40,4,24,0.3
jake-scoggins-1,jake-scoggins-1,Jake Scoggins,6-9,220lb,Forward,2018-19,arkansas-state,62,6,6.9,.571,.250,.571,,2,4,3,9.3,0.0,4,3,0,0.0
morgan-mckay-1,morgan-mckay-1,Morgan McKay,6-8,220lb,Forward,2018-19,arkansas-state,1,0,58.1,.500,,.500,,0,0,0,97.2,0.0,0,0,0,0.0
jonathan-adamsjr-1,jonathan-adamsjr-1,Jonathan Adams Jr.,6-3,209lb,Guard,2018-19,arkansas-state,11,2,-8.6,.000,,.000,,0,0,0,4.4,0.0,2,0,0,0.0
daniel-gafford-1,daniel-gafford-1,Daniel Gafford,6-11,233lb,Forward,2018-19,arkansas,919,277,28.7,.660,.591,.660,,91,23,76,26.0,2.8,186,30,65,1.8
isaiah-joe-1,isaiah-joe-1,Isaiah Joe,6-5,167lb,Guard,2018-19,arkansas,1024,94,17.9,.413,.756,.412,.414,21,58,42,20.8,2.4,73,51,5,1.3
mason-jones-1,mason-jones-1,Mason Jones,6-5,207lb,Guard,2018-19,arkansas,996,132,17.6,.404,.804,.465,.365,18,96,61,22.7,2.3,114,31,5,1.2
jalen-harris-13,jalen-harris-13,Jalen Harris,6-2,166lb,Guard,2018-19,arkansas,1046,98,11.1,.341,.689,.428,.116,18,189,66,17.3,0.7,80,38,6,1.1
adrio-bailey-1,adrio-bailey-1,Adrio Bailey,6-6,222lb,Forward,2018-19,arkansas,634,101,11.8,.444,.632,.465,.167,27,25,27,17.3,0.4,74,25,25,1.0
reggie-chaney-1,reggie-chaney-1,Reggie Chaney,6-8,222lb,Forward,2018-19,arkansas,555,118,15.6,.553,.515,.553,,40,25,46,18.5,0.3,78,21,46,1.0
desi-sills-1,desi-sills-1,Desi Sills,6-2,196lb,Guard,2018-19,arkansas,582,43,10.1,.440,.702,.419,.460,12,58,53,17.1,0.4,31,21,0,0.6
keyshawn-embery-1,keyshawn-embery-1,Keyshawn Embery-Simpson,6-3,202lb,Guard,2018-19,arkansas,483,38,8.1,.346,.692,.471,.271,9,21,22,17.1,0.0,29,24,2,0.6
gabe-osabuohien-1,gabe-osabuohien-1,Gabe Osabuohien,6-8,221lb,Forward,2018-19,arkansas,509,108,9.3,.328,.471,.372,.200,47,46,39,17.1,-0.2,61,31,16,0.9
ethan-henderson-1,ethan-henderson-1,Ethan Henderson,6-8,210lb,Forward,2018-19,arkansas,51,12,11.2,.500,.333,.500,,3,1,3,13.7,0.0,9,3,2,0.1
jordan-phillips-2,jordan-phillips-2,Jordan Phillips,6-7,209lb,Forward-Guard,2018-19,arkansas,38,5,-6.8,.150,1.000,.214,.000,1,1,2,30.6,-0.2,4,1,0,0.0
jonathan-holmes-3,jonathan-holmes-3,Jonathan Holmes,5-10,190lb,Guard,2018-19,arkansas,11,0,1.1,.286,,.000,.400,0,0,1,35.3,0.0,0,0,0,0.0
ty-stevens-2,ty-stevens-2,Ty Stevens,6-2,180lb,Guard,2018-19,arkansas,2,0,73.9,1.000,1.000,1.000,,0,0,0,35.8,0.0,0,0,0,0.0
matthew-wilson-2,matthew-wilson-2,Matthew Wilson,6-9,245lb,Forward,2018-19,army,847,276,21.5,.586,.617,.586,,58,14,47,24.6,1.8,218,9,8,1.3
thomas-funk-1,thomas-funk-1,Thomas Funk,6-0,195lb,Guard,2018-19,army,1065,125,15.6,.429,.762,.477,.354,7,189,91,21.9,1.5,118,29,4,1.4
jordan-fox-1,jordan-fox-1,Jordan Fox,6-1,190lb,Guard,2018-19,army,861,105,10.2,.354,.658,.458,.317,7,90,55,20.0,0.1,98,24,0,1.1
alex-king-1,alex-king-1,Alex King,6-8,200lb,Forward,2018-19,army,651,100,9.7,.376,.714,.468,.288,29,32,42,21.9,-0.2,71,13,10,0.8
lonnie-grayson-1,lonnie-grayson-1,Lonnie Grayson,6-0,175lb,Guard,2018-19,army,481,74,13.5,.368,.719,.470,.315,5,23,23,24.1,0.2,69,26,1,0.8
john-emezie-1,john-emezie-1,John Emezie,6-6,220lb,Guard,2018-19,army,541,57,14.1,.431,.681,.556,.365,13,30,24,16.3,0.7,44,29,10,0.9
aaron-duhart-1,aaron-duhart-1,Aaron Duhart,6-0,190lb,Guard,2018-19,army,411,35,9.2,.396,.850,.492,.256,5,48,26,17.2,0.1,30,12,1,0.5
cayne-edwards-1,cayne-edwards-1,Cayne Edwards,6-4,215lb,Guard,2018-19,army,303,81,17.9,.538,.686,.538,,32,4,14,18.3,0.5,49,10,11,0.5
josh-caldwell-1,josh-caldwell-1,Josh Caldwell,6-2,180lb,Guard,2018-19,army,353,60,8.5,.350,.611,.441,.171,16,24,19,18.5,-0.2,44,20,1,0.6
jacob-kessler-1,jacob-kessler-1,Jacob Kessler,6-4,193lb,Guard,2018-19,army,453,61,10.3,.447,.700,.583,.325,27,26,14,10.5,0.5,34,14,3,0.6
tucker-blackwell-1,tucker-blackwell-1,Tucker Blackwell,6-1,178lb,Guard,2018-19,army,260,20,11.4,.386,.778,.444,.365,2,13,9,16.9,0.3,18,8,0,0.3
ben-kinker-1,ben-kinker-1,Ben Kinker,6-8,220lb,Forward,2018-19,army,90,14,10.5,.467,.167,.727,.316,3,1,4,20.5,0.0,11,1,1,0.1
john-scully-1,john-scully-1,John Scully,6-2,185lb,Guard,2018-19,army,32,2,14.9,.313,,1.000,.267,0,3,0,25.0,0.0,2,3,0,0.1
john-miller-1,john-miller-1,John Miller,6-9,240lb,Center,2018-19,army,19,4,11.2,.333,.500,.333,,4,0,0,12.9,0.0,0,0,0,0.0
jordan-coleman-2,jordan-coleman-2,Jordan Coleman,6-6,180lb,Guard,2018-19,army,2,0,0.0,,,,,0,0,0,0.0,0.0,0,0,0,0.0
parker-fennema-1,parker-fennema-1,Parker Fennema,6-6,215lb,Forward,2018-19,army,2,0,0.0,,,,,0,0,0,0.0,0.0,0,0,0,0.0
nick-finke-1,nick-finke-1,Nick Finke,6-7,220lb,Forward,2018-19,army,9,3,-5.1,.000,.000,.000,.000,0,1,0,16.4,0.0,3,0,0,0.0
mark-madden-2,mark-madden-2,Mark Madden,6-5,205lb,Guard,2018-19,army,12,6,3.5,,,,,1,1,2,8.3,0.0,5,0,0,0.0
brendan-thiele-1,brendan-thiele-1,Brendan Thiele,6-5,210lb,Guard,2018-19,army,8,1,-19.3,.000,.000,.000,.000,1,0,0,28.0,-0.1,0,0,0,0.0
bryce-brown-1,bryce-brown-1,Bryce Brown,6-3,198lb,Guard,2018-19,auburn,1281,83,19.2,.437,.807,.512,.410,18,77,66,22.6,3.9,65,44,2,1.3
jared-harper-12,jared-harper-12,Jared Harper,5-11,175lb,Guard,2018-19,auburn,1318,99,20.3,.399,.828,.438,.370,12,231,94,24.0,4.5,87,45,2,1.5
chuma-okeke-1,chuma-okeke-1,Chuma Okeke,6-8,230lb,Forward,2018-19,auburn,1105,260,24.5,.496,.722,.574,.387,106,73,66,20.0,3.3,154,69,46,2.3
samir-doughty-1,samir-doughty-1,Samir Doughty,6-4,195lb,Guard,2018-19,auburn,969,138,15.2,.458,.785,.491,.425,42,67,55,15.3,1.8,96,54,3,1.5
anfernee-mclemore-1,anfernee-mclemore-1,Anfernee McLemore,6-7,220lb,Forward,2018-19,auburn,762,161,16.1,.453,.617,.577,.330,39,10,30,17.9,1.1,122,29,43,1.5
malik-dunbar-1,malik-dunbar-1,Malik Dunbar,6-6,230lb,Guard,2018-19,auburn,701,124,15.7,.434,.611,.568,.339,27,23,33,19.1,1.1,97,33,15,1.2
austin-wiley-1,austin-wiley-1,Austin Wiley,6-11,260lb,Center,2018-19,auburn,377,117,25.2,.567,.571,.580,.000,45,2,29,26.6,0.9,72,6,37,0.8
horace-spencer-1,horace-spencer-1,Horace Spencer,6-8,225lb,Forward,2018-19,auburn,623,161,16.0,.458,.567,.504,.158,80,16,37,16.6,0.7,81,36,34,1.3
jvon-mccormick-1,jvon-mccormick-1,J'Von McCormick,6-0,175lb,Guard,2018-19,auburn,474,37,17.4,.525,.615,.530,.500,15,53,29,17.5,1.0,22,31,3,0.7
danjel-purifoy-1,danjel-purifoy-1,Danjel Purifoy,6-7,230lb,Forward,2018-19,auburn,344,59,14.8,.407,.692,.486,.357,17,17,9,15.3,0.6,42,17,1,0.6
myles-parker-1,myles-parker-1,Myles Parker,6-8,200lb,Forward,2018-19,auburn,27,1,-4.8,.286,.500,.333,.200,0,0,3,34.6,-0.1,1,1,0,0.0
will-macoy-1,will-macoy-1,Will Macoy,6-4,200lb,Guard,2018-19,auburn,23,1,10.8,.200,.600,.500,.000,0,1,1,18.0,0.0,1,2,2,0.0
cole-blackstock-1,cole-blackstock-1,Cole Blackstock,6-9,260lb,Forward,2018-19,auburn,22,5,10.1,.000,.667,.000,,2,1,0,10.9,0.0,3,0,2,0.0
preston-cook-1,preston-cook-1,Preston Cook,6-4,190lb,Guard,2018-19,auburn,10,4,30.6,.400,,.500,.000,3,1,0,24.7,0.0,1,1,0,0.0
chase-maasdorp-1,chase-maasdorp-1,Chase Maasdorp,6-0,170lb,Guard,2018-19,auburn,18,1,-11.5,.167,.250,.000,.500,1,0,3,29.9,-0.1,0,1,0,0.0
devontae-williams-2,devontae-williams-2,Devontae Williams,6-5,215lb,Guard,2018-19,auburn,10,0,3.8,.500,,,.500,0,0,1,14.8,0.0,0,0,0,0.0
thomas-collier-1,thomas-collier-1,Thomas Collier,6-9,215lb,Forward,2018-19,auburn,11,1,-11.3,.000,,.000,,1,0,1,13.5,0.0,0,0,0,0.0
terry-taylor-5,terry-taylor-5,Terry Taylor,6-5,217lb,Guard,2018-19,austin-peay,1092,294,29.6,.531,.741,.614,.340,111,57,64,27.2,4.7,183,35,30,1.7
chris-porter-bunton-1,chris-porter-bunton-1,Chris Porter-Bunton,6-5,217lb,Forward-Guard,2018-19,austin-peay,837,152,20.7,.491,.698,.517,.429,24,63,68,24.4,2.0,128,44,10,1.4
steve-harris-3,steve-harris-3,Steve Harris,6-4,180lb,Guard-Forward,2018-19,austin-peay,912,97,14.2,.474,.780,.486,.294,33,86,74,21.3,1.2,64,23,17,1.0
zach-glotta-1,zach-glotta-1,Zach Glotta,6-0,185lb,PGuard-G,2018-19,austin-peay,909,49,13.5,.407,.854,.387,.411,11,54,35,14.7,1.9,38,36,1,0.9
jabari-mcghee-1,jabari-mcghee-1,Jabari McGhee,6-7,215lb,Forward,2018-19,austin-peay,625,208,23.9,.505,.598,.505,,93,27,32,22.1,1.8,115,31,20,1.2
jarrett-givens-1,jarrett-givens-1,Jarrett Givens,6-5,195lb,Guard,2018-19,austin-peay,679,114,16.8,.402,.795,.441,.385,34,29,21,16.5,1.6,80,34,7,1.0
dayton-gumm-1,dayton-gumm-1,Dayton Gumm,6-2,172lb,Guard,2018-19,austin-peay,458,59,17.4,.500,.726,.583,.391,6,30,17,15.9,1.2,53,17,3,0.6
antwuan-butler-1,antwuan-butler-1,Antwuan Butler,6-0,165lb,Guard,2018-19,austin-peay,460,54,8.4,.340,.641,.361,.303,14,71,32,15.1,0.3,40,11,2,0.5
isaiah-hart-2,isaiah-hart-2,Isaiah Hart,6-2,167lb,Guard,2018-19,austin-peay,274,27,9.4,.373,.583,.435,.341,7,16,11,14.6,0.3,20,11,2,0.3
ivan-cucak-1,ivan-cucak-1,Ivan Cucak,7-0,235lb,Center,2018-19,austin-peay,182,35,14.7,.535,.545,.514,.667,12,9,8,14.8,0.3,23,1,7,0.2
richard-henderson-1,richard-henderson-1,Richard Henderson,6-6,220lb,Forward,2018-19,austin-peay,177,39,12.1,.463,.571,.463,,17,7,13,16.4,0.1,22,6,8,0.3
matheus-silveira-1,matheus-silveira-1,Matheus Silveira,7-0,233lb,Center,2018-19,austin-peay,64,15,15.1,.533,.200,.533,,7,3,3,15.3,0.1,8,3,3,0.1
